Time,Node,InInterests,InData,InNacks,InSatisfiedInterests,InTimedOutInterests,OutInterests,OutData,OutNacks,OutSatisfiedInterests,OutTimedOutInterests,Label,interest_rate,data_rate,satisfaction_ratio,timeout_ratio,nack_ratio,pit_estimate
356.0,Node_4,592,430,14,430,148,592,430,14,430,148,Cache_Pollution,592,430,0.7263513501244065,0.2499999995777027,0.023648648608701608,700.5658780257181
357.0,Node_6,40,39,9,39,0,40,39,9,39,0,Pulsing_IFA,40,39,0.9749999756250006,0.0,0.22499999437500015,0.0
358.0,Node_3,772,53,55,53,664,772,53,55,53,664,Distributed_IFA,772,53,0.06865284965200408,0.8601036258288813,0.07124352322377782,3143.0793458938338
359.0,Node_6,62,59,1,59,2,62,59,1,59,2,Normal,62,59,0.9516128878772115,0.03225806399583768,0.01612903199791884,9.467106323103472
360.0,Node_2,191,188,0,188,3,191,188,0,188,3,Normal,191,188,0.98429318856391,0.015706806200487925,0.0,14.200659639349098
361.0,Node_0,23,21,19,21,0,23,21,19,21,0,Pulsing_IFA,23,21,0.9130434385633287,0.0,0.8260869206049165,0.0
362.0,Node_6,582,460,30,460,92,582,460,30,460,92,Cache_Pollution,582,460,0.7903780055148144,0.1580756011029629,0.051546391664009636,435.48689713848256
363.0,Node_5,262,49,10,49,203,262,49,10,49,203,Slow_IFA,262,49,0.18702290004953093,0.7748091573480567,0.038167938785618555,960.9113036259712
364.0,Node_8,140,136,2,136,2,140,136,2,136,2,Normal,140,136,0.971428564489796,0.01428571418367347,0.01428571418367347,9.467106408176546
365.0,Node_8,43,41,44,41,0,43,41,44,41,0,Pulsing_IFA,43,41,0.9534883499188757,0.0,1.0232557901568422,0.0
366.0,Node_9,113,106,4,106,3,113,106,4,106,3,Normal,113,106,0.938053089043778,0.02654867233142768,0.035398229775236906,14.200659588028548
367.0,Node_9,682,64,35,64,583,682,64,35,64,583,Distributed_IFA,682,64,0.09384164209114129,0.8548387084239901,0.051319648018592894,2759.6615336489067
368.0,Node_3,56,50,1,50,5,56,50,1,50,5,Normal,56,50,0.8928571269132657,0.08928571269132657,0.017857142538265314,23.667765766858164
369.0,Node_0,1636,16,72,16,1548,1636,16,72,16,1548,IFA,1636,16,0.009779951094266532,0.9462102683702871,0.044009779924199396,7327.540407789284
370.0,Node_1,391,68,12,68,311,391,68,12,68,311,Slow_IFA,391,68,0.17391304303347047,0.7953964174030782,0.030690537005906557,1472.135053221652
371.0,Node_7,387,27,19,27,341,387,27,19,27,341,Slow_IFA,387,27,0.06976744168018749,0.8811369486275531,0.049095607108280086,1614.1416499527757
372.0,Node_4,751,46,36,46,669,751,46,36,46,669,Distributed_IFA,751,46,0.061251664365843325,0.8908122491467214,0.047936085155877384,3166.7471119379697
373.0,Node_7,522,33,50,33,439,522,33,50,33,439,Distributed_IFA,522,33,0.06321839068348967,0.8409961669712717,0.09578544042952981,2078.029867456922
374.0,Node_1,53,51,5,51,0,53,51,5,51,0,Normal,53,51,0.9622641327874693,0.0,0.0943396208615166,0.0
375.0,Node_7,1576,37,51,37,1488,1576,37,51,37,1488,IFA,1576,37,0.023477157345509415,0.9441624359491354,0.0323604060708373,7043.527213525015
376.0,Node_5,85,81,5,81,0,85,81,5,81,0,Normal,85,81,0.9529411652595158,0.0,0.05882352871972319,0.0
377.0,Node_0,179,168,5,168,6,179,168,5,168,6,Normal,179,168,0.9385474807902375,0.03351955288536563,0.02793296073780469,28.40131926872962
378.0,Node_3,12,11,7,11,0,12,11,7,11,0,Pulsing_IFA,12,11,0.9166665902777842,0.0,0.5833332847222263,0.0
379.0,Node_9,22,21,11,21,0,22,21,11,21,0,Pulsing_IFA,22,21,0.9545454111570267,0.0,0.49999997727272827,0.0
380.0,Node_0,65,59,4,59,2,65,59,4,59,2,Normal,65,59,0.9076922937278109,0.030769230295857996,0.06153846059171599,9.467106330150946
381.0,Node_8,184,167,4,167,13,184,167,4,167,13,Normal,184,167,0.907608690719518,0.07065217352906428,0.02173913031663516,61.53619175825595
382.0,Node_4,111,104,5,104,2,111,104,5,104,2,Normal,111,104,0.9369369284960637,0.018018017855693534,0.04504504463923383,9.467106390509489
383.0,Node_0,133,128,5,128,0,133,128,5,128,0,Normal,133,128,0.9624060078014586,0.0,0.03759398467974448,0.0
384.0,Node_6,95,86,3,86,6,95,86,3,86,6,Normal,95,86,0.9052631483656511,0.06315789407202217,0.031578947036011086,28.401319128434952
385.0,Node_1,52,48,1,48,3,52,48,1,48,3,Normal,52,48,0.9230769053254442,0.05769230658284026,0.019230768860946754,14.200659440608499
386.0,Node_9,39,38,9,38,0,39,38,9,38,0,Pulsing_IFA,39,38,0.9743589493754116,0.0,0.2307692248520712,0.0
387.0,Node_3,104,94,5,94,5,104,94,5,94,5,Normal,104,94,0.9038461451553256,0.048076922614644975,0.048076922614644975,23.667765961922164
388.0,Node_3,369,36,20,36,313,369,36,20,36,313,Slow_IFA,369,36,0.0975609753453632,0.8482384800860746,0.054200541858535116,1481.60215944732
389.0,Node_3,136,129,4,129,3,136,129,4,129,3,Normal,136,129,0.948529404790225,0.022058823367214535,0.02941176448961938,14.200659609281487
390.0,Node_8,61,55,3,55,3,61,55,3,55,3,Normal,61,55,0.9016393294813225,0.049180327062617595,0.049180327062617595,14.200659480900407
391.0,Node_3,334,56,9,56,269,334,56,9,56,269,Slow_IFA,334,56,0.16766467015669262,0.8053892191455413,0.02694610770375417,1273.325817182577
392.0,Node_5,343,74,15,74,254,343,74,15,74,254,Slow_IFA,343,74,0.21574343960424652,0.7405247791821435,0.04373177829815808,1202.322518921126
393.0,Node_7,187,173,4,173,10,187,173,4,173,10,Normal,187,173,0.9251336848923333,0.053475935542909435,0.021390374217163773,47.33553212586249
394.0,Node_8,67,63,2,63,2,67,63,2,63,2,Normal,67,63,0.9402984934283807,0.0298507458231232,0.0298507458231232,9.467106334498641
395.0,Node_0,390,39,13,39,338,390,39,13,39,338,Slow_IFA,390,39,0.09999999974358975,0.8666666644444444,0.03333333324786325,1599.9409903075732
396.0,Node_9,461,67,23,67,371,461,67,23,67,371,Distributed_IFA,461,67,0.14533622528126633,0.8047722325276091,0.04989154002192724,1756.1482474512334
397.0,Node_8,43,40,7,40,0,43,40,7,40,0,Pulsing_IFA,43,40,0.9302325365062202,0.0,0.16279069388858852,0.0
398.0,Node_3,128,115,5,115,8,128,115,5,115,8,Normal,128,115,0.8984374929809571,0.06249999951171876,0.03906249969482422,37.868425607347866
399.0,Node_0,1382,16,43,16,1323,1382,16,43,16,1323,IFA,1382,16,0.01157742401477755,0.9573082482219187,0.031114327039714666,6262.4909292093935
400.0,Node_8,373,67,19,67,287,373,67,19,67,287,Slow_IFA,373,67,0.1796246643977891,0.7694369952562011,0.05093833766504467,1358.5297756349478
401.0,Node_4,2369,6,21,6,2342,2369,6,21,6,2342,Pulsing_IFA,2369,6,0.0025327142243424593,0.9886027855683399,0.008864499785198607,11085.981678480715
402.0,Node_7,158,155,2,155,1,158,155,2,155,1,Normal,158,155,0.9810126520189073,0.00632911388399295,0.0126582277679859,4.73355320794017
403.0,Node_4,267,55,10,55,202,267,55,10,55,202,Slow_IFA,267,55,0.20599250859178836,0.7565543042825682,0.037453183380325154,956.1777504744822
404.0,Node_9,89,82,2,82,5,89,82,2,82,5,Normal,89,82,0.9213483042545134,0.056179774649665455,0.022471909859866183,23.667765923566883
405.0,Node_0,171,169,0,169,2,171,169,0,169,2,Normal,171,169,0.9883040877876954,0.011695906364351425,0.0,9.467106420435538
406.0,Node_6,193,181,2,181,10,193,181,2,181,10,Normal,193,181,0.9378238293377004,0.05181347123412709,0.010362694246825418,47.33553213373185
407.0,Node_7,1111,40,28,40,1043,1111,40,28,40,1043,IFA,1111,40,0.03600360032762952,0.9387938785429397,0.025202520229340664,4937.0960226852085
408.0,Node_2,1267,23,95,23,1149,1267,23,95,23,1149,IFA,1267,23,0.018153117586303773,0.9068666133331754,0.07498026829125472,5438.852666053671
409.0,Node_6,129,118,4,118,7,129,118,4,118,7,Normal,129,118,0.9147286750796227,0.05426356547082507,0.031007751697614327,33.134872408436095
410.0,Node_2,1397,50,48,50,1299,1397,50,48,50,1299,IFA,1397,50,0.035790980647250545,0.9298496772155692,0.034359341421360524,6148.885651629785
411.0,Node_8,129,117,4,117,8,129,117,4,117,8,Normal,129,117,0.9069767371552191,0.062015503395228655,0.031007751697614327,37.86842560964125
412.0,Node_6,585,484,23,484,78,585,484,23,484,78,Cache_Pollution,585,484,0.8273504259361532,0.1333333331054131,0.03931623924903207,369.21715192501017
413.0,Node_6,1355,17,15,17,1323,1355,17,15,17,1323,IFA,1355,17,0.012546125451995477,0.9763837631170599,0.011070110692937186,6262.490929119098
414.0,Node_7,284,70,10,70,204,284,70,10,70,204,Slow_IFA,284,70,0.24647887237155328,0.7183098566256695,0.03521126748165047,965.644857131313
415.0,Node_2,1394,44,43,44,1307,1394,44,43,44,1307,IFA,1394,44,0.03156384502757256,0.9375896693417577,0.03084648491330955,6186.754077496343
416.0,Node_7,938,12,17,12,909,938,12,17,12,909,IFA,938,12,0.012793176958642669,0.9690831546171821,0.018123667358077113,4302.799888663318
417.0,Node_4,648,59,46,59,543,648,59,46,59,543,Distributed_IFA,648,59,0.09104938257554107,0.8379629616698102,0.07098765421143881,2570.3194042128143
418.0,Node_8,771,69,39,69,663,771,69,39,69,663,Distributed_IFA,771,69,0.08949416330804907,0.8599221778729933,0.05058365752194078,3138.3457926567935
419.0,Node_0,35,32,31,32,0,35,32,31,32,0,Pulsing_IFA,35,32,0.9142856881632662,0.0,0.885714260408164,0.0
420.0,Node_5,362,261,18,261,83,362,261,18,261,83,Cache_Pollution,362,261,0.7209944731464241,0.22928176732242606,0.0497237567687189,392.8849176603301
421.0,Node_6,1439,30,64,30,1345,1439,30,64,30,1345,IFA,1439,30,0.02084781096535941,0.9346768582802801,0.0444753300594334,6366.629100550307
422.0,Node_5,370,35,12,35,323,370,35,12,35,323,Slow_IFA,370,35,0.09459459433893352,0.8729729706135866,0.03243243234477721,1528.9376917092316
423.0,Node_6,144,131,4,131,9,144,131,4,131,9,Normal,144,131,0.9097222159047068,0.06249999956597223,0.027777777584876547,42.60197884524723
424.0,Node_2,421,315,25,315,81,421,315,25,315,81,Cache_Pollution,421,315,0.7482185255386733,0.19239904942423028,0.059382422661799474,383.4178113591176
425.0,Node_6,198,192,4,192,2,198,192,4,192,2,Normal,198,192,0.9696969647995103,0.0101010100499949,0.0202020200999898,9.467106427985065
426.0,Node_4,149,136,3,136,10,149,136,3,136,10,Normal,149,136,0.9127516717264988,0.06711409350930139,0.020134228052790415,47.33553206130555
427.0,Node_9,200,183,0,183,17,200,183,0,183,17,Normal,200,183,0.914999995425,0.084999999575,0.0,80.47040464193722
428.0,Node_1,286,21,19,21,246,286,21,19,21,246,Slow_IFA,286,21,0.07342657316983715,0.8601398571323782,0.06643356620128124,1164.4540924517266
429.0,Node_3,178,172,5,172,1,178,172,5,172,1,Normal,178,172,0.9662921294028533,0.005617977496528217,0.02808988748264108,4.733553211306372
430.0,Node_8,196,192,4,192,0,196,192,4,192,0,Normal,196,192,0.9795918317367763,0.0,0.02040816316118284,0.0
431.0,Node_3,126,124,1,124,1,126,124,1,124,1,Normal,126,124,0.9841269763164526,0.00793650787351978,0.00793650787351978,4.733553200331485
432.0,Node_7,183,182,5,182,0,183,182,5,182,0,Normal,183,182,0.9945355136910627,0.0,0.027322404222281944,0.0
433.0,Node_2,181,180,1,180,0,181,180,1,180,0,Normal,181,180,0.9944751326272092,0.0,0.0055248618479289404,0.0
434.0,Node_6,126,115,5,115,6,126,115,5,115,6,Normal,126,115,0.9126984054547745,0.04761904724111867,0.03968253936759889,28.40131920198891
435.0,Node_9,1025,38,10,38,977,1025,38,10,38,977,IFA,1025,38,0.037073170695538366,0.9531707307773943,0.009756097551457465,4624.681508915797
436.0,Node_3,670,63,44,63,563,670,63,44,63,563,Distributed_IFA,670,63,0.0940298506059256,0.8402985062085097,0.0656716416930274,2664.990468959746
437.0,Node_5,161,160,5,160,0,161,160,5,160,0,Normal,161,160,0.9937888137031751,0.0,0.03105590042822422,0.0
438.0,Node_1,79,73,3,73,3,79,73,3,73,3,Normal,79,73,0.9240506212145492,0.03797468306361161,0.03797468306361161,14.200659533942922
439.0,Node_3,192,181,2,181,9,192,181,2,181,9,Normal,192,181,0.9427083284233941,0.046874999755859376,0.010416666612413195,42.601978919208996
440.0,Node_1,191,190,2,190,0,191,190,2,190,0,Normal,191,190,0.9947643926975687,0.0,0.010471204133658617,0.0
441.0,Node_8,482,68,20,68,394,482,68,20,68,394,Distributed_IFA,482,68,0.14107883788157918,0.8174273841962088,0.041493775847523284,1865.0199718630147
442.0,Node_4,361,33,17,33,311,361,33,17,33,311,Slow_IFA,361,33,0.09141274212905058,0.8614958424889312,0.04709141261193515,1472.135052908767
443.0,Node_5,320,262,17,262,41,320,262,17,262,41,Cache_Pollution,320,262,0.8187499974414063,0.12812499959960938,0.053124999833984374,194.07568214738757
444.0,Node_6,314,224,23,224,67,314,224,23,224,67,Cache_Pollution,314,224,0.7133757939064466,0.2133757954988032,0.07324840741003692,317.1480659292319
445.0,Node_4,113,111,2,111,0,113,111,2,111,0,Normal,113,111,0.9823008762628241,0.0,0.017699114887618453,0.0
446.0,Node_1,53,48,5,48,0,53,48,5,48,0,Normal,53,48,0.9056603602705593,0.0,0.0943396208615166,0.0
447.0,Node_0,115,114,2,114,0,115,114,2,114,0,Normal,115,114,0.9913043392060492,0.0,0.017391304196597356,0.0
448.0,Node_7,131,120,5,120,6,131,120,5,120,6,Normal,131,120,0.9160305273585456,0.04580152636792728,0.0381679386399394,28.40131921059224
449.0,Node_5,80,76,5,76,0,80,76,5,76,0,Normal,80,76,0.9499999881250002,0.0,0.06249999921875001,0.0
450.0,Node_2,99,92,2,92,5,99,92,2,92,5,Normal,99,92,0.9292929199061322,0.050505049994898486,0.020202019997959394,23.667765950428496
451.0,Node_3,490,367,30,367,93,490,367,30,367,93,Cache_Pollution,490,367,0.7489795903082049,0.18979591798000833,0.06122448967097043,440.2204502262321
452.0,Node_6,540,43,50,43,447,540,43,50,43,447,Distributed_IFA,540,43,0.07962962948216736,0.8277777762448559,0.09259259242112483,2115.898293422687
453.0,Node_0,169,165,5,165,0,169,165,5,165,0,Normal,169,165,0.976331355169637,0.0,0.029585798641504152,0.0
454.0,Node_5,155,152,2,152,1,155,152,2,152,1,Normal,155,152,0.9806451549635796,0.0064516128616024975,0.012903225723204995,4.733553207360314
455.0,Node_7,1597,39,56,39,1502,1597,39,56,39,1502,IFA,1597,39,0.02442078896404459,0.9405134621537172,0.035065748256064025,7109.796958872879
456.0,Node_2,363,284,13,284,66,363,284,13,284,66,Cache_Pollution,363,284,0.7823691438502227,0.1818181813173053,0.03581267207765104,312.41451284071223
457.0,Node_5,196,195,2,195,0,196,195,2,195,0,Normal,196,195,0.9948979541076635,0.0,0.01020408158059142,0.0
458.0,Node_9,107,98,2,98,7,107,98,2,98,7,Normal,107,98,0.9158878419075903,0.06542056013625645,0.018691588610358984,33.13487235562387
459.0,Node_9,184,170,5,170,9,184,170,5,170,9,Normal,184,170,0.9239130384569944,0.04891304321242911,0.02717391289579395,42.601978909561815
460.0,Node_0,112,103,1,103,8,112,103,1,103,8,Normal,112,103,0.9196428489317603,0.07142857079081634,0.008928571348852042,37.868425565084
461.0,Node_4,175,173,1,173,1,175,173,1,173,1,Normal,175,173,0.988571422922449,0.0057142856816326535,0.0057142856816326535,4.733553210850492
462.0,Node_7,592,69,30,69,493,592,69,30,69,493,Distributed_IFA,592,69,0.11655405385717221,0.8327702688635638,0.050675675590074874,2333.641742342426
463.0,Node_8,1776,10,39,10,1727,1776,10,39,10,1727,IFA,1776,10,0.00563063062746023,0.9724099093623817,0.021959459447094896,8174.846437249253
464.0,Node_0,353,248,10,248,95,353,248,10,248,95,Cache_Pollution,353,248,0.7025495730805961,0.26912181226877674,0.028328611817765973,449.6875563265375
465.0,Node_6,261,42,6,42,213,261,42,6,42,213,Slow_IFA,261,42,0.1609195396133351,0.8160919508961995,0.02298850565904787,1008.2468358095506
466.0,Node_9,747,62,39,62,646,747,62,39,62,646,Distributed_IFA,747,62,0.082998661200805,0.8647925021890328,0.052208835271474116,3057.8753875894504
467.0,Node_2,91,82,1,82,8,91,82,1,82,8,Normal,91,82,0.9010988911967155,0.08791208694602103,0.010989010868252628,37.868425487058396
468.0,Node_5,575,462,29,462,84,575,462,29,462,84,Cache_Pollution,575,462,0.8034782594722117,0.14608695626767487,0.05043478252098299,397.61847129203653
469.0,Node_6,133,132,4,132,0,133,132,4,132,0,Normal,133,132,0.9924811955452542,0.0,0.03007518774379558,0.0
470.0,Node_1,581,478,16,478,87,581,478,16,478,87,Cache_Pollution,581,478,0.822719447809433,0.14974182418288842,0.027538726286508216,411.8191309884341
471.0,Node_9,38,35,11,35,0,38,35,11,35,0,Pulsing_IFA,38,35,0.9210526073407209,0.0,0.289473676592798,0.0
472.0,Node_6,102,93,0,93,9,102,93,0,93,9,Normal,102,93,0.9117646969434834,0.08823529325259517,0.0,42.60197872342785
473.0,Node_1,155,148,1,148,6,155,148,1,148,6,Normal,155,148,0.9548387035171697,0.03870967716961499,0.0064516128616024975,28.401319244161886
474.0,Node_4,783,26,47,26,710,783,26,47,26,710,Distributed_IFA,783,26,0.03320561937010776,0.9067688366452505,0.0600255427075025,3360.8227946163124
475.0,Node_6,290,62,7,62,221,290,62,7,62,221,Slow_IFA,290,62,0.21379310271105828,0.7620689628894174,0.024137930951248516,1046.1152619684663
476.0,Node_0,126,120,3,120,3,126,120,3,120,3,Normal,126,120,0.9523809448223735,0.023809523620559336,0.023809523620559336,14.200659600994454
477.0,Node_1,1320,19,38,19,1263,1320,19,38,19,1263,IFA,1320,19,0.014393939383034893,0.9568181810933195,0.028787878766069787,5978.477734937751
478.0,Node_8,790,26,41,26,723,790,26,41,26,723,Distributed_IFA,790,26,0.0329113923634033,0.9151898722592533,0.05189873411152059,3422.3589866691427
479.0,Node_4,602,62,44,62,496,602,62,44,62,496,Distributed_IFA,602,62,0.10299003305151157,0.8239202644120925,0.07308970087526628,2347.8424020980156
480.0,Node_1,388,67,11,67,310,388,67,11,67,310,Slow_IFA,388,67,0.1726804119260814,0.7989690701057498,0.028350515390849186,1467.4014999668411
481.0,Node_6,380,35,7,35,338,380,35,7,35,338,Slow_IFA,380,35,0.09210526291551246,0.8894736818698061,0.018421052583102494,1599.9409901996153
482.0,Node_7,666,21,34,21,611,666,21,34,21,611,Distributed_IFA,666,21,0.03153153148418689,0.9174174160399138,0.05105105097439782,2892.2010240138693
483.0,Node_1,594,35,21,35,538,594,35,21,35,538,Distributed_IFA,594,35,0.0589225588233627,0.905723904199118,0.035353535294017614,2546.6516377025673
484.0,Node_2,317,88,20,88,209,317,88,20,88,209,Slow_IFA,317,88,0.27760252278358827,0.6593059916110221,0.06309148245081551,989.3126236001078
485.0,Node_2,168,162,5,162,1,168,162,5,162,1,Normal,168,162,0.9642857085459184,0.005952380916950114,0.02976190458475057,4.733553209723456
486.0,Node_8,158,147,0,147,11,158,147,0,147,11,Normal,158,147,0.9303797409469636,0.06962025272392246,0.0,52.06908528734188
487.0,Node_2,196,179,4,179,13,196,179,4,179,13,Normal,196,179,0.9132653014629322,0.06632653027384423,0.02040816316118284,61.53619177873161
488.0,Node_7,163,154,3,154,6,163,154,3,154,6,Normal,163,154,0.944785270277391,0.036809815725093155,0.018404907862546577,28.401319253154984
489.0,Node_6,273,25,11,25,237,273,25,11,25,237,Slow_IFA,273,25,0.09157509123965168,0.868131864951898,0.04029304014544674,1121.8521132728017
490.0,Node_4,39,38,34,38,0,39,38,34,38,0,Pulsing_IFA,39,38,0.9743589493754116,0.0,0.8717948494411578,0.0
491.0,Node_3,316,233,14,233,69,316,233,14,233,69,Cache_Pollution,316,233,0.7373417698185387,0.2183544296887518,0.04430379732815254,326.61517238146405
492.0,Node_3,625,66,30,66,529,625,66,30,66,529,Distributed_IFA,625,66,0.10559999983104,0.84639999864576,0.0479999999232,2504.049658842286
493.0,Node_1,1502,20,7,20,1475,1502,20,7,20,1475,Pulsing_IFA,1502,20,0.013315579218831171,0.9820239673887989,0.00466045272659091,6981.991021253104
494.0,Node_1,48,44,23,44,0,48,44,23,44,0,Pulsing_IFA,48,44,0.9166666475694449,0.0,0.479166656684028,0.0
495.0,Node_0,159,157,4,157,0,159,157,4,157,0,Normal,159,157,0.9874213774376014,0.0,0.02515723254618093,0.0
496.0,Node_0,2500,10,50,10,2440,2500,10,50,10,2440,Pulsing_IFA,2500,10,0.0039999999984000004,0.9759999996096,0.019999999992,11549.86989585451
497.0,Node_8,179,176,5,176,0,179,176,5,176,0,Normal,179,176,0.983240217970725,0.0,0.02793296073780469,0.0
498.0,Node_4,150,146,1,146,3,150,146,1,146,3,Normal,150,146,0.9733333268444445,0.019999999866666666,0.0066666666222222224,14.200659619027038
499.0,Node_7,539,410,16,410,113,539,410,16,410,113,Cache_Pollution,539,410,0.7606679021137887,0.2096474949728247,0.029684601058099072,534.891514890251
500.0,Node_8,103,98,2,98,3,103,98,2,98,3,Normal,103,98,0.9514563014421719,0.02912621330945424,0.01941747553963616,14.200659575827622
501.0,Node_2,103,102,4,102,0,103,102,4,102,0,Normal,103,102,0.9902912525214441,0.0,0.03883495107927232,0.0
502.0,Node_7,615,38,59,38,518,615,38,59,38,518,Distributed_IFA,615,38,0.061788617785709564,0.8422764213946725,0.09593495919360169,2451.9805732449117
503.0,Node_8,127,121,5,121,1,127,121,5,121,1,Normal,127,121,0.9527558980097961,0.007874015686031372,0.039370078430156864,4.733553200627295
504.0,Node_3,318,58,18,58,242,318,58,18,58,242,Slow_IFA,318,58,0.182389936533365,0.7610062869150745,0.05660377340690637,1145.519879969383
505.0,Node_8,1025,45,15,45,965,1025,45,15,45,965,IFA,1025,45,0.04390243898155859,0.9414634137156453,0.014634146327186197,4567.878870116422
506.0,Node_9,33,31,41,31,0,33,31,41,31,0,Pulsing_IFA,33,31,0.9393939109274573,0.0,1.2424242047750242,0.0
507.0,Node_1,115,104,3,104,8,115,104,3,104,8,Normal,115,104,0.9043478182230624,0.06956521678638942,0.026086956294896033,37.86842557390429
508.0,Node_5,1798,27,12,27,1759,1798,27,12,27,1759,IFA,1798,27,0.01501668519743232,0.9783092319364242,0.006674082309969921,8326.320140834108
509.0,Node_2,644,56,32,56,556,644,56,32,56,556,Distributed_IFA,644,56,0.08695652160410478,0.8633540359264689,0.0496894409166313,2631.855596185316
510.0,Node_4,346,48,9,48,289,346,48,9,48,289,Slow_IFA,346,48,0.13872832329847307,0.8352601131928898,0.026011560618463696,1367.9968817991692
511.0,Node_7,175,170,4,170,1,175,170,4,170,1,Normal,175,170,0.9714285658775511,0.0057142856816326535,0.022857142726530614,4.733553210850492
512.0,Node_4,132,123,2,123,7,132,123,2,123,7,Normal,132,123,0.9318181747589532,0.05303030262855832,0.015151515036730947,33.134872414273815
513.0,Node_0,368,77,17,77,274,368,77,17,77,274,Slow_IFA,368,77,0.20923912986619803,0.7445652153680293,0.04619565204838138,1296.9935836599875
514.0,Node_6,755,65,54,65,636,755,65,54,65,636,Distributed_IFA,755,65,0.086092715117758,0.8423841048445244,0.07152317871321433,3010.539855316528
515.0,Node_9,62,58,5,58,0,62,58,5,58,0,Normal,62,58,0.9354838558792927,0.0,0.08064515998959419,0.0
516.0,Node_0,261,86,5,86,170,261,86,5,86,170,Slow_IFA,261,86,0.3295019144463528,0.651340993673023,0.019157088049206558,804.7040473597352
517.0,Node_7,352,32,9,32,311,352,32,9,32,311,Slow_IFA,352,32,0.09090909065082645,0.8835227247627195,0.025568181745544937,1472.1350528045014
518.0,Node_2,125,122,3,122,0,125,122,3,122,0,Normal,125,122,0.9759999921920001,0.0,0.023999999808,0.0
519.0,Node_8,308,90,6,90,212,308,90,6,90,212,Slow_IFA,308,90,0.2922077912590656,0.6883116860769101,0.019480519417271042,1003.5132831765059
520.0,Node_5,27,26,38,26,0,27,26,38,26,0,Pulsing_IFA,27,26,0.9629629272976693,0.0,1.407407355281209,0.0
521.0,Node_1,584,450,17,450,117,584,450,17,450,117,Cache_Pollution,584,450,0.7705479438860481,0.20034246541037248,0.029109588991250705,553.8257278858943
522.0,Node_6,509,74,49,74,386,509,74,49,74,386,Distributed_IFA,509,74,0.14538310384011177,0.7583497038146372,0.09626719038061456,1827.151546239467
523.0,Node_7,160,157,5,157,0,160,157,5,157,0,Normal,160,157,0.9812499938671876,0.0,0.0312499998046875,0.0
524.0,Node_2,285,50,8,50,227,285,50,8,50,227,Slow_IFA,285,50,0.17543859587565405,0.7964912252754693,0.02807017534010465,1074.5165812329228
525.0,Node_0,186,181,0,181,5,186,181,0,181,5,Normal,186,181,0.9731182743380739,0.02688172028558215,0.0,23.667766062250784
526.0,Node_3,105,97,3,97,5,105,97,3,97,5,Normal,105,97,0.923809515011338,0.047619047165532884,0.02857142829931973,23.66776596408954
527.0,Node_3,338,240,27,240,71,338,240,27,240,71,Cache_Pollution,338,240,0.7100591694968663,0.2100591709761563,0.07988165656839746,336.0822788965288
528.0,Node_2,508,404,10,404,94,508,404,10,404,94,Cache_Pollution,508,404,0.795275588985678,0.18503936971448942,0.019685039331328664,444.95400348664685
529.0,Node_0,177,174,0,174,3,177,174,0,174,3,Normal,177,174,0.9830508419036675,0.01694915244661496,0.0,14.200659633468387
530.0,Node_3,494,70,22,70,402,494,70,22,70,402,Distributed_IFA,494,70,0.14170040457145666,0.8137651805389369,0.044534412865314954,1902.8883977835449
531.0,Node_2,528,379,16,379,133,528,379,16,379,133,Cache_Pollution,528,379,0.7178030289435549,0.25189393891686757,0.0303030302456382,629.5625794482625
532.0,Node_1,457,351,26,351,80,457,351,26,351,80,Cache_Pollution,457,351,0.7680525147307384,0.17505470421213412,0.05689277886894359,378.6842582033186
533.0,Node_9,335,50,5,50,280,335,50,5,50,280,Slow_IFA,335,50,0.14925373089775007,0.8358208930274004,0.014925373089775006,1325.3949026554203
534.0,Node_5,623,80,33,80,510,623,80,33,80,510,Distributed_IFA,623,80,0.12841091472165184,0.8186195813505304,0.052969502322681376,2414.112147453698
535.0,Node_8,476,64,34,64,378,476,64,34,64,378,Distributed_IFA,476,64,0.13445378123013912,0.7941176453905091,0.0714285712785114,1789.2831201669626
536.0,Node_8,367,290,15,290,62,367,290,15,290,62,Cache_Pollution,367,290,0.7901907335417147,0.16893732923995278,0.04087193449353697,293.48029995008693
537.0,Node_6,89,81,5,81,3,89,81,5,81,3,Normal,89,81,0.9101123493245804,0.03370786478979927,0.056179774649665455,14.20065955414013
538.0,Node_6,791,36,58,36,697,791,36,58,36,697,Distributed_IFA,791,36,0.04551201005624272,0.8811630835889215,0.07332490509061326,3299.2866026448264
539.0,Node_2,1892,16,19,16,1857,1892,16,19,16,1857,Pulsing_IFA,1892,16,0.008456659614980624,0.9815010565636886,0.01004228329278949,8790.208358133137
540.0,Node_0,416,335,23,335,58,416,335,23,335,58,Cache_Pollution,416,335,0.8052884596026719,0.1394230765879253,0.055288461405556585,274.54608713819675
541.0,Node_3,35,32,49,32,0,35,32,49,32,0,Pulsing_IFA,35,32,0.9142856881632662,0.0,1.3999999600000013,0.0
542.0,Node_0,192,176,3,176,13,192,176,3,176,13,Normal,192,176,0.9166666618923611,0.06770833298068576,0.015624999918619792,61.536191772190776
543.0,Node_3,566,402,12,402,152,566,402,12,402,152,Cache_Pollution,566,402,0.7102473485684676,0.26855123627464444,0.02120141339010351,719.5000908895022
544.0,Node_9,415,49,37,49,329,415,49,37,49,329,Distributed_IFA,415,49,0.11807228887211496,0.7927710824270576,0.08915662629118885,1557.3390115162679
